,opeid,name,state,prog-length,school-type-num,dual-num-2014,dual-denom-2014,drate-2014,prate-2014,ethnic-code,program,dual-num-2013,dual-denom-2013,drate-2013,prate-2013,dual-num-2012,dual-denom-2012,drate-2012,prate-2012,school-type-label,non_default,community-schools
132,1199,FOOTHILL COLLEGE                                                 ,CA,6,1,104,582,17.8,A,5,D,94,470,20.0,A,54,400,13.5,A,public,,False
129,1193,CYPRESS COLLEGE                                                  ,CA,6,1,58,373,15.5,A,5,D,65,371,17.5,A,89,482,18.4,A,public,,False
73,1113,ANTELOPE VALLEY COLLEGE                                          ,CA,6,1,396,1640,24.1,A,5,D,317,1525,20.7,A,428,1634,26.1,A,public,,False
3723,30160,UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE              ,PR,6,1,23,146,15.7,A,5,D,23,159,14.4,A,5,82,6.0,A,public,,False
76,1118,BAKERSFIELD COLLEGE                                              ,CA,6,1,110,539,20.4,A,3,D,134,626,21.4,A,133,623,21.3,A,public,,False
1807,3774,COLUMBIA BASIN COLLEGE                                           ,WA,6,1,63,540,11.6,A,5,D,67,537,12.4,A,60,455,13.1,A,public,,False
359,1571,GEORGIA MILITARY COLLEGE                                         ,GA,6,1,595,3105,19.1,A,5,D,492,2619,18.7,A,362,2354,15.3,A,public,,False
2286,7287,BRAZOSPORT COLLEGE                                               ,TX,6,1,13,92,14.1,A,5,D,22,108,20.3,A,22,104,21.1,A,public,,False
1824,3792,SKAGIT VALLEY COLLEGE                                            ,WA,6,1,63,415,15.1,A,5,D,69,460,15.0,A,44,426,10.3,A,public,,False
1183,2854,SUNY COLLEGE OF TECHNOLOGY AT ALFRED                             ,NY,6,1,96,1318,7.2,A,5,D,96,1352,7.1,A,122,1414,8.6,A,public,,False
1185,2856,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL           ,NY,6,1,102,978,10.4,A,5,D,115,1035,11.1,A,86,980,8.7,A,public,,False
2032,5000,PIERCE COLLEGE                                                   ,WA,6,1,226,1429,15.8,A,5,D,212,1364,15.5,A,161,1216,13.2,A,public,,False
1285,2988,BISMARCK STATE COLLEGE                                           ,ND,6,1,76,1185,6.4,A,5,D,98,1359,7.2,A,109,1476,7.3,A,public,,False
2359,7713,SKYLINE COLLEGE                                                  ,CA,6,1,11,86,12.7,A,5,D,10,87,11.4,A,4,58,6.8,A,public,,False
1959,4506,COLORADO MOUNTAIN COLLEGE                                        ,CO,6,1,105,778,13.4,A,5,D,115,763,15.0,A,80,717,11.1,A,public,,False
2031,4999,BELLINGHAM TECHNICAL COLLEGE                                     ,WA,6,1,103,592,17.3,A,5,D,113,677,16.6,A,120,708,16.9,A,public,,False
1188,2859,SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE          ,NY,6,1,153,1282,11.9,A,5,D,180,1416,12.7,A,183,1324,13.8,A,public,,False
749,2151,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY                        ,MA,6,1,56,275,20.3,A,5,D,58,292,19.8,A,69,308,22.4,A,public,,False
1812,3779,GRAYS HARBOR COLLEGE                                             ,WA,6,1,56,225,24.8,A,5,D,76,277,27.4,A,75,286,26.2,A,public,,False
1813,3780,GREEN RIVER COLLEGE                                              ,WA,6,1,194,1133,17.1,A,5,D,196,1175,16.6,A,204,1177,17.3,A,public,,False
1814,3781,HIGHLINE COLLEGE                                                 ,WA,6,1,74,532,13.9,A,5,D,79,568,13.9,A,66,578,11.4,A,public,,False
832,2274,JACKSON COLLEGE                                                  ,MI,6,1,379,1769,21.4,A,5,D,415,1919,21.6,A,492,2027,24.2,A,public,,False
1817,3784,OLYMPIC COLLEGE                                                  ,WA,6,1,181,910,19.8,A,5,D,161,783,20.5,A,104,613,16.9,A,public,,False
1217,2892,UNITED STATES MERCHANT MARINE ACADEMY                            ,NY,6,1,0,49,0.0,A,5,D,1,64,1.5,A,2,68,2.9,A,public,2014,False
1184,2855,SUNY COLLEGE OF TECHNOLOGY AT CANTON                             ,NY,6,1,130,1327,9.7,A,5,D,158,1326,11.9,A,155,1254,12.3,A,public,,False
1803,3769,BELLEVUE COLLEGE                                                 ,WA,6,1,97,969,10.0,A,5,D,87,984,8.8,A,81,855,9.4,A,public,,False
1093,2696,NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW,NY,6,1,103,1170,8.8,P,3,D,77,1094,7.0,P,92,1088,8.4,P,public,,False
183,1275,SAN DIEGO MESA COLLEGE                                           ,CA,6,1,61,543,11.2,A,5,D,91,578,15.7,A,108,595,18.1,A,public,,False
2126,5752,CLOVER PARK TECHNICAL COLLEGE                                    ,WA,6,1,198,915,21.6,A,5,D,236,1070,22.0,A,190,1131,16.7,A,public,,False
1945,4069,UNIVERSITY OF MINNESOTA - CROOKSTON                              ,MN,6,1,31,542,5.7,A,5,D,28,476,5.8,A,35,447,7.8,A,public,,False
661,2011,LOUISIANA STATE UNIVERSITY AT ALEXANDRIA                         ,LA,6,1,73,608,12.0,A,5,D,79,600,13.1,A,76,651,11.6,A,public,,False
3129,21434,SALISH KOOTENAI COLLEGE                                          ,MT,6,1,20,195,10.2,A,1,D,38,219,17.3,A,42,209,20.0,A,public,,False
1843,3813,GLENVILLE STATE COLLEGE                                          ,WV,6,1,92,467,19.7,A,5,D,80,474,16.8,A,103,446,23.0,A,public,,False
2600,9647,OKLAHOMA STATE UNIVERSITY - OKLAHOMA CITY                        ,OK,6,1,334,2020,16.5,P,5,D,313,2203,14.2,P,237,1704,13.9,P,public,,False
194,1289,SHASTA COLLEGE                                                   ,CA,6,1,109,479,22.7,A,5,D,91,412,22.0,A,85,441,19.2,A,public,,False
1839,3809,BLUEFIELD STATE COLLEGE                                          ,WV,6,1,129,705,18.2,A,2,D,137,700,19.5,A,172,724,23.7,A,public,,False
191,1286,SANTA MONICA COLLEGE                                             ,CA,6,1,38,366,10.3,A,5,D,43,373,11.5,A,33,313,10.5,A,public,,False
1819,3786,PENINSULA COLLEGE                                                ,WA,6,1,107,445,24.0,A,5,D,113,465,24.3,A,83,393,21.1,A,public,,False
189,1284,SANTA ANA COLLEGE                                                ,CA,6,1,27,214,12.6,A,3,D,29,246,11.7,A,50,291,17.1,A,public,,False
682,2041,UNIVERSITY OF MAINE - FORT KENT                                  ,ME,6,1,32,240,13.3,A,5,D,22,224,9.8,A,22,197,11.1,A,public,,False
4031,34835,CASCADIA COLLEGE                                                 ,WA,6,1,26,273,9.5,A,5,D,25,256,9.7,A,18,246,7.3,A,public,,False
2085,5373,LAKE WASHINGTON INSTITUTE OF TECHNOLOGY                          ,WA,6,1,77,610,12.6,A,5,D,91,655,13.8,A,93,622,14.9,A,public,,False
1789,3747,UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE (THE)                   ,VA,6,1,51,433,11.7,A,5,D,45,387,11.6,A,43,420,10.2,A,public,,False
2749,10652,PASCO - HERNANDO STATE COLLEGE                                   ,FL,6,1,213,1246,17.0,A,5,D,229,1305,17.5,A,218,1174,18.5,A,public,,False
2244,6977,GREAT BASIN COLLEGE                                              ,NV,6,1,48,224,21.4,A,5,D,54,274,19.7,A,50,253,19.7,A,public,,False
2602,9652,"UNIVERSITY OF PUERTO RICO, PONCE                                 ",PR,6,1,21,166,12.6,A,5,D,11,136,8.0,A,9,74,12.1,A,public,,False
160,1239,MIRACOSTA COLLEGE                                                ,CA,6,1,18,164,10.9,A,5,D,26,156,16.6,A,15,158,9.4,A,public,,False
677,2033,UNIVERSITY OF MAINE - PRESQUE ISLE                               ,ME,6,1,61,322,18.9,P,5,D,38,314,12.1,P,35,305,11.4,P,public,,False
2626,9797,MIDLAND COLLEGE                                                  ,TX,6,1,20,108,18.5,A,3,D,13,111,11.7,A,15,105,14.2,A,public,,False
1381,3167,UNIVERSITY OF SCIENCE & ARTS OF OKLAHOMA                         ,OK,6,1,22,251,8.7,A,5,D,28,246,11.3,A,34,249,13.6,A,public,,False
1791,3753,VIRGINIA MILITARY INSTITUTE                                      ,VA,6,1,10,254,3.9,A,5,D,7,262,2.6,A,6,242,2.4,A,public,,False
1384,3172,OKLAHOMA STATE UNIVERSITY INSTITUTE OF TECHNOLOGY - OKMULGEE     ,OK,6,1,141,975,14.4,A,5,D,181,1035,17.4,A,214,874,24.4,A,public,,False
1385,3174,OKLAHOMA PANHANDLE STATE UNIVERSITY                              ,OK,6,1,54,417,12.9,A,5,D,63,463,13.6,A,35,307,11.4,A,public,,False
1832,3801,WENATCHEE VALLEY COLLEGE                                         ,WA,6,1,137,620,22.0,A,5,D,153,695,22.0,A,156,694,22.4,A,public,,False
3923,31913,CUNY SCHOOL OF LAW AT QUEENS COLLEGE                             ,NY,7,1,3,143,2.0,A,5,D,1,152,0.6,A,2,114,1.7,A,public,,False
2812,11245,WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE                     ,WV,7,1,1,190,0.5,P,5,D,3,208,1.4,P,2,203,0.9,P,public,,False
2556,9333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD                            ,IL,8,1,57,1233,4.6,A,5,D,66,1260,5.2,A,38,1110,3.4,A,public,,False
2558,9344,RAMAPO COLLEGE OF NEW JERSEY                                     ,NJ,8,1,49,1450,3.3,A,5,D,58,1339,4.3,A,45,1288,3.4,A,public,,False
2597,9635,FLORIDA INTERNATIONAL UNIVERSITY                                 ,FL,8,1,537,9255,5.8,A,3,D,498,9075,5.4,A,563,8173,6.8,A,public,,False
2601,9651,TEXAS A&M INTERNATIONAL UNIVERSITY                               ,TX,8,1,128,1427,8.9,A,3,D,180,1540,11.6,A,147,1385,10.6,A,public,,False
2551,9275,NORTHERN KENTUCKY UNIVERSITY                                     ,KY,8,1,332,3949,8.4,A,5,D,315,3866,8.1,A,406,4235,9.5,A,public,,False
570,1890,UNIVERSITY OF NORTHERN IOWA                                      ,IA,8,1,108,3005,3.5,A,5,D,96,3284,2.9,A,134,3285,4.0,A,public,,False
2612,9741,UNIVERSITY OF TEXAS AT DALLAS                                    ,TX,8,1,128,3180,4.0,P,5,D,146,3083,4.7,P,172,3054,5.6,P,public,,False
2559,9345,STOCKTON UNIVERSITY                                              ,NJ,8,1,113,2174,5.1,A,5,D,113,2146,5.2,A,85,2066,4.1,A,public,,False
360,1572,GEORGIA SOUTHERN UNIVERSITY                                      ,GA,8,1,361,4952,7.2,A,5,D,336,4913,6.8,A,271,4442,6.1,A,public,,False
361,1573,GEORGIA SOUTHWESTERN STATE UNIVERSITY                            ,GA,8,1,69,931,7.4,A,5,D,65,917,7.0,A,76,858,8.8,A,public,,False
469,1737,NORTHERN ILLINOIS UNIVERSITY                                     ,IL,8,1,466,5802,8.0,P,5,D,389,5750,6.7,P,402,5753,6.9,P,public,,False
558,1869,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY                    ,IA,8,1,170,5800,2.9,P,5,D,204,5776,3.5,P,217,5495,3.9,P,public,,False
2213,6791,SUNY COLLEGE AT PURCHASE                                         ,NY,8,1,58,953,6.0,A,5,D,48,1028,4.6,A,49,949,5.1,A,public,,False
517,1814,INDIANA UNIVERSITY - KOKOMO                                      ,IN,8,1,85,878,9.6,A,5,D,81,891,9.0,A,86,791,10.8,A,public,,False
516,1813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS              ,IN,8,1,478,7980,5.9,P,5,D,460,8294,5.5,P,484,8184,5.9,P,public,,False
2230,6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER                            ,NE,8,1,9,821,1.0,P,5,D,3,859,0.3,P,6,702,0.8,P,public,,False
515,1811,INDIANA UNIVERSITY - EAST                                        ,IN,8,1,122,1130,10.7,A,5,D,98,1032,9.4,A,123,925,13.2,A,public,,False
514,1809,INDIANA UNIVERSITY - BLOOMINGTON                                 ,IN,8,1,244,6720,3.6,P,5,D,222,7267,3.0,P,280,7158,3.9,P,public,,False
2238,6951,UNIVERSITY OF SOUTH CAROLINA UPSTATE                             ,SC,8,1,108,1688,6.3,A,5,D,154,1629,9.4,A,150,1719,8.7,A,public,,False
513,1808,UNIVERSITY OF SOUTHERN INDIANA                                   ,IN,8,1,172,2526,6.8,A,5,D,149,2531,5.8,A,171,2584,6.6,A,public,,False
2247,7022,CUNY LEHMAN COLLEGE                                              ,NY,8,1,123,1810,6.7,A,3,D,105,1610,6.5,A,83,1506,5.5,A,public,,False
512,1807,INDIANA STATE UNIVERSITY                                         ,IN,8,1,376,3060,12.2,A,5,D,286,2953,9.6,A,268,2782,9.6,A,public,,False
498,1786,BALL STATE UNIVERSITY                                            ,IN,8,1,266,5112,5.2,A,5,D,235,5323,4.4,A,241,4898,4.9,A,public,,False
2256,7108,UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS                   ,PR,8,1,47,803,5.8,A,5,D,42,604,6.9,A,28,413,6.7,A,public,,False
2257,7109,SUNY COLLEGE AT OLD WESTBURY                                     ,NY,8,1,54,1037,5.2,A,5,D,82,999,8.2,A,80,1027,7.7,A,public,,False
493,1780,WESTERN ILLINOIS UNIVERSITY                                      ,IL,8,1,263,3452,7.6,A,5,D,251,3524,7.1,A,187,3375,5.5,A,public,,False
490,1776,UNIVERSITY OF ILLINOIS AT CHICAGO                                ,IL,8,1,153,5587,2.7,P,5,D,162,5700,2.8,P,168,5238,3.2,P,public,,False
489,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN                       ,IL,8,1,112,6258,1.7,P,5,D,113,6407,1.7,P,131,6080,2.1,P,public,,False
2282,7273,CUNY BERNARD M. BARUCH COLLEGE                                   ,NY,8,1,54,1528,3.5,P,5,D,37,1456,2.5,P,57,1418,4.0,P,public,,False
482,1759,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE                        ,IL,8,1,236,3450,6.8,P,5,D,270,3555,7.5,P,196,3284,5.9,P,public,,False
481,1758,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE                       ,IL,8,1,491,5039,9.7,P,5,D,434,5012,8.6,P,418,4996,8.3,P,public,,False
429,1674,EASTERN ILLINOIS UNIVERSITY                                      ,IL,8,1,154,2809,5.4,A,5,D,137,2826,4.8,A,156,2836,5.5,A,public,,False
440,1692,ILLINOIS STATE UNIVERSITY                                        ,IL,8,1,140,4529,3.0,A,5,D,131,4551,2.8,A,118,4204,2.8,A,public,,False
441,1693,NORTHEASTERN ILLINOIS UNIVERSITY                                 ,IL,8,1,137,1981,6.9,A,3,D,132,1917,6.8,A,107,1732,6.1,A,public,,False
442,1694,CHICAGO STATE UNIVERSITY                                         ,IL,8,1,246,2330,10.5,A,5,D,239,2343,10.2,A,327,2436,13.4,A,public,,False
2394,7993,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD                         ",CA,8,1,143,1999,7.1,A,3,D,115,2088,5.5,A,125,1843,6.7,A,public,,False
362,1574,GEORGIA STATE UNIVERSITY                                         ,GA,8,1,1237,13483,9.1,P,5,D,1244,13994,8.8,P,464,7632,6.0,A,public,,False
2397,8067,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT  ,LA,8,1,0,219,0.0,P,5,D,1,224,0.4,P,2,226,0.8,P,public,2014,False
518,1815,INDIANA UNIVERSITY - NORTHWEST                                   ,IN,8,1,194,1671,11.6,A,5,D,228,1858,12.2,A,231,1863,12.3,A,public,,False
2540,9226,FRANCIS MARION UNIVERSITY                                        ,SC,8,1,103,1193,8.6,P,5,D,133,1231,10.8,P,130,1198,10.8,P,public,,False
364,1577,KENNESAW STATE UNIVERSITY                                        ,GA,8,1,553,7751,7.1,P,5,D,545,7413,7.3,P,477,6703,7.1,P,public,,False
366,1579,AUGUSTA UNIVERSITY                                               ,GA,8,1,196,2723,7.1,P,5,D,186,2566,7.2,P,158,2399,6.5,P,public,,False
368,1581,MIDDLE GEORGIA STATE UNIVERSITY                                  ,GA,8,1,429,2848,15.0,P,5,D,388,2843,13.6,P,427,2735,15.6,P,public,,False
2532,9145,GOVERNORS STATE UNIVERSITY                                       ,IL,8,1,91,1760,5.1,A,5,D,54,1642,3.2,A,62,1537,4.0,A,public,,False
2516,8976,CLAYTON STATE UNIVERSITY                                         ,GA,8,1,235,2523,9.3,P,5,D,239,2437,9.8,P,185,2291,8.0,P,public,,False
370,1585,UNIVERSITY OF NORTH GEORGIA                                      ,GA,8,1,318,3308,9.6,P,5,D,286,2860,10.0,P,246,2621,9.3,P,public,,False
375,1590,SAVANNAH STATE UNIVERSITY                                        ,GA,8,1,326,1629,20.0,A,2,D,253,1547,16.3,A,212,1350,15.7,A,public,,False
381,1598,UNIVERSITY OF GEORGIA                                            ,GA,8,1,168,5421,3.0,P,5,D,125,5493,2.2,P,157,5272,2.9,P,public,,False
382,1599,VALDOSTA STATE UNIVERSITY                                        ,GA,8,1,324,3706,8.7,A,5,D,271,3641,7.4,A,302,3486,8.6,A,public,,False
528,1828,INDIANA UNIVERSITY - PURDUE UNIVERSITY - FT WAYNE                ,IN,8,1,300,3248,9.2,P,5,D,394,3851,10.2,P,385,3821,10.0,P,public,,False
384,1601,UNIVERSITY OF WEST GEORGIA                                       ,GA,8,1,292,3253,8.9,A,5,D,256,3234,7.9,A,257,2895,8.8,A,public,,False
385,1602,GEORGIA COLLEGE & STATE UNIVERSITY                               ,GA,8,1,45,1390,3.2,A,5,D,44,1353,3.2,A,42,1282,3.2,A,public,,False
389,1610,UNIVERSITY OF HAWAII AT MANOA                                    ,HI,8,1,175,3259,5.3,P,5,D,131,3047,4.2,P,109,3078,3.5,P,public,,False
390,1611,UNIVERSITY OF HAWAII AT HILO                                     ,HI,8,1,92,973,9.4,A,5,D,85,974,8.7,A,59,915,6.4,A,public,,False
2430,8310,AUBURN UNIVERSITY MONTGOMERY                                     ,AL,8,1,155,1560,9.9,A,5,D,148,1776,8.3,A,198,1867,10.6,A,public,,False
526,1825,PURDUE UNIVERSITY                                                ,IN,8,1,135,5386,2.5,P,5,D,159,5775,2.7,P,200,5798,3.4,P,public,,False
520,1817,INDIANA UNIVERSITY SOUTHEAST                                     ,IN,8,1,151,1760,8.5,A,5,D,143,1772,8.0,A,194,1838,10.5,A,public,,False
395,1616,BOISE STATE UNIVERSITY                                           ,ID,8,1,313,4819,6.4,A,5,D,392,5059,7.7,A,399,4769,8.3,A,public,,False
519,1816,INDIANA UNIVERSITY - SOUTH BEND                                  ,IN,8,1,173,1952,8.8,A,5,D,205,2060,9.9,A,213,2047,10.4,A,public,,False
398,1620,IDAHO STATE UNIVERSITY                                           ,ID,8,1,309,3668,8.4,P,5,D,361,3873,9.3,P,408,3885,10.5,P,public,,False
2411,8155,EVERGREEN STATE COLLEGE (THE)                                    ,WA,8,1,99,1314,7.5,A,5,D,113,1316,8.5,A,102,1267,8.0,A,public,,False
2198,6725,UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER                    ,TN,8,1,262,5609,4.6,P,5,D,273,5689,4.7,P,306,5547,5.5,S,public,,False
403,1626,UNIVERSITY OF IDAHO                                              ,ID,8,1,167,2797,5.9,A,5,D,184,2757,6.6,A,172,2659,6.4,A,public,,False
527,1827,PURDUE UNIVERSITY NORTHWEST                                      ,IN,8,1,285,3085,9.2,P,5,D,204,2258,9.0,A,210,2211,9.4,A,public,,False
994,2530,MONTANA STATE UNIVERSITY - BILLINGS                              ,MT,8,1,134,1520,8.8,A,5,D,179,1754,10.2,A,187,1700,11.0,A,public,,False
358,1569,GEORGIA INSTITUTE OF TECHNOLOGY                                  ,GA,8,1,31,2409,1.2,P,5,D,49,2379,2.0,P,42,2455,1.7,P,public,,False
52,1090,ARKANSAS STATE UNIVERSITY                                        ,AR,8,1,322,4475,7.1,P,5,D,463,4871,9.5,P,482,4719,10.2,P,public,,False
3846,31013,GRANITE STATE COLLEGE                                            ,NH,8,1,104,840,12.3,A,5,D,125,856,14.6,A,69,602,11.4,A,public,,False
54,1092,UNIVERSITY OF CENTRAL ARKANSAS                                   ,AR,8,1,232,2615,8.8,A,5,D,218,2639,8.2,A,247,2701,9.1,A,public,,False
59,1098,HENDERSON STATE UNIVERSITY                                       ,AR,8,1,115,1099,10.4,A,5,D,147,1121,13.1,A,163,1092,14.9,A,public,,False
62,1101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK                            ,AR,8,1,339,3485,9.7,A,5,D,342,3542,9.6,A,289,3353,8.6,A,public,,False
68,1107,SOUTHERN ARKANSAS UNIVERSITY                                     ,AR,8,1,164,916,17.9,A,5,D,152,916,16.5,A,170,943,18.0,A,public,,False
69,1108,UNIVERSITY OF ARKANSAS                                           ,AR,8,1,261,3837,6.8,P,5,D,246,3722,6.6,P,220,3460,6.3,P,public,,False
70,1109,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                      ,AR,8,1,13,764,1.7,P,5,D,11,708,1.5,P,9,759,1.1,P,public,,False
3715,30113,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS                          ",CA,8,1,89,1991,4.4,A,5,D,94,2071,4.5,A,90,1824,4.9,A,public,,False
85,1134,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY                     ,CA,8,1,10,213,4.6,A,5,D,8,210,3.8,A,7,181,3.8,A,public,,False
86,1137,"CALIFORNIA STATE UNIVERSITY, FULLERTON                           ",CA,8,1,219,5835,3.7,A,5,D,233,5620,4.1,A,185,5249,3.5,A,public,,False
87,1138,"CALIFORNIA STATE UNIVERSITY, EAST BAY                            ",CA,8,1,181,3116,5.8,A,5,D,155,2914,5.3,A,120,2576,4.6,A,public,,False
88,1139,"CALIFORNIA STATE UNIVERSITY, LONG BEACH                          ",CA,8,1,201,6233,3.2,A,5,D,214,6145,3.4,A,208,5461,3.8,A,public,,False
89,1140,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES                         ",CA,8,1,218,3891,5.6,A,3,D,192,4020,4.7,A,211,3463,6.0,A,public,,False
90,1141,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS                     ",CA,8,1,248,3226,7.6,A,3,D,211,3251,6.4,A,215,2784,7.7,A,public,,False
3598,25554,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER                    ,TX,8,1,2,90,2.2,A,5,D,2,102,1.9,A,2,81,2.4,A,public,,False
91,1142,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO                      ",CA,8,1,224,3891,5.7,A,3,D,223,3842,5.8,A,254,3669,6.9,A,public,,False
92,1143,CALIFORNIA POLYTECHNIC STATE UNIVERSITY                          ,CA,8,1,43,2684,1.6,A,5,D,52,2887,1.8,A,41,2554,1.6,A,public,,False
93,1144,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA                  ",CA,8,1,134,3562,3.7,A,5,D,100,3450,2.8,A,102,3184,3.2,A,public,,False
94,1146,"CALIFORNIA STATE UNIVERSITY, CHICO                               ",CA,8,1,167,3081,5.4,A,5,D,120,3051,3.9,A,162,2902,5.5,A,public,,False
95,1147,"CALIFORNIA STATE UNIVERSITY, FRESNO                              ",CA,8,1,234,3809,6.1,P,3,D,181,3712,4.8,P,150,3463,4.3,P,public,,False
96,1149,HUMBOLDT STATE UNIVERSITY                                        ,CA,8,1,138,1907,7.2,A,5,D,129,1902,6.7,A,164,1773,9.2,A,public,,False
97,1150,CALIFORNIA STATE UNIVERSITY - SACRAMENTO                         ,CA,8,1,304,5844,5.2,A,5,D,309,5731,5.3,A,298,5071,5.8,A,public,,False
98,1151,SAN DIEGO STATE UNIVERSITY                                       ,CA,8,1,197,5471,3.6,P,5,D,188,5447,3.4,P,195,5393,3.6,P,public,,False
99,1153,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE                          ",CA,8,1,372,7110,5.2,P,3,D,371,6921,5.3,P,338,6467,5.2,P,public,,False
3508,24600,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS               ,PR,8,1,13,398,3.2,P,5,D,16,408,3.9,P,10,344,2.9,P,public,,False
3507,24544,NORTHEAST OHIO MEDICAL UNIVERSITY                                ,OH,8,1,0,202,0.0,A,5,D,0,209,0.0,A,1,215,0.4,A,public,2014 2013,False
51,1089,ARKANSAS TECH UNIVERSITY                                         ,AR,8,1,268,2755,9.7,P,5,D,351,2579,13.6,P,404,2351,17.1,P,public,,False
48,1086,UNIVERSITY OF ARKANSAS AT PINE BLUFF                             ,AR,8,1,185,1036,17.8,A,2,D,321,1245,25.7,A,294,1189,24.7,A,public,,False
47,1085,UNIVERSITY OF ARKANSAS AT MONTICELLO                             ,AR,8,1,244,1248,19.5,P,5,D,339,1432,23.6,P,320,1284,24.9,P,public,,False
46,1083,UNIVERSITY OF ARIZONA (THE)                                      ,AZ,8,1,449,6686,6.7,P,5,D,346,6122,5.6,P,384,6390,6.0,P,public,,False
4704,42485,TEXAS A&M UNIVERSITY-SAN ANTONIO                                 ,TX,8,1,324,3147,10.2,P,5,D,312,2883,10.8,P,330,2581,12.7,S,public,,False
4703,42439,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER (THE)         ,TX,8,1,306,3418,8.9,P,5,D,392,3410,11.4,P,378,3397,11.1,P,public,,False
4702,42421,UNIVERSITY OF NORTH TEXAS AT DALLAS                              ,TX,8,1,576,8562,6.7,P,5,D,691,8740,7.9,P,652,8571,7.6,P,public,,False
4700,42295,TEXAS A&M UNIVERSITY - CENTRAL TEXAS                             ,TX,8,1,481,5815,8.2,B,5,D,276,3148,8.7,P,205,2665,7.6,P,public,,False
2,1004,UNIVERSITY OF MONTEVALLO                                         ,AL,8,1,64,793,8.0,A,5,D,57,744,7.6,A,83,805,10.3,A,public,,False
4685,42087,COLORADO STATE UNIVERSITY - GLOBAL CAMPUS                        ,CO,8,1,106,1983,5.3,A,5,D,32,828,3.8,A,423,8662,4.8,B,public,,False
3,1005,ALABAMA STATE UNIVERSITY                                         ,AL,8,1,471,2419,19.4,P,2,D,367,2196,16.7,P,334,2137,15.6,P,public,,False
5,1008,ATHENS STATE UNIVERSITY                                          ,AL,8,1,49,901,5.4,A,5,D,51,959,5.3,A,80,929,8.6,A,public,,False
6,1009,AUBURN UNIVERSITY                                                ,AL,8,1,139,3676,3.7,P,5,D,160,3727,4.2,P,170,3772,4.5,P,public,,False
10,1016,UNIVERSITY OF NORTH ALABAMA                                      ,AL,8,1,176,1539,11.4,A,5,D,160,1564,10.2,A,171,1532,11.1,A,public,,False
12,1020,JACKSONVILLE STATE UNIVERSITY                                    ,AL,8,1,272,2393,11.3,A,5,D,316,2708,11.6,A,253,2631,9.6,A,public,,False
15,1024,UNIVERSITY OF WEST ALABAMA                                       ,AL,8,1,181,2124,8.5,A,5,D,203,2331,8.7,A,174,2220,7.8,A,public,,False
4346,41271,"UNIVERSITY OF CALIFORNIA, MERCED                                 ",CA,8,1,30,955,3.1,A,5,D,29,788,3.6,A,28,536,5.2,A,public,,False
100,1154,SAN FRANCISCO STATE UNIVERSITY                                   ,CA,8,1,316,5859,5.3,A,5,D,232,5664,4.0,A,317,5506,5.7,A,public,,False
27,1047,TROY UNIVERSITY                                                  ,AL,8,1,840,7314,11.4,P,5,D,900,8222,10.9,P,996,8713,11.4,P,public,,False
4239,39803,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS                      ,CA,8,1,37,1036,3.5,A,5,D,43,968,4.4,A,33,799,4.1,A,public,,False
4222,39574,NEW COLLEGE OF FLORIDA                                           ,FL,8,1,5,154,3.2,A,5,D,4,141,2.8,A,6,111,5.4,A,public,,False
30,1052,UNIVERSITY OF ALABAMA AT BIRMINGHAM                              ,AL,8,1,241,4224,5.7,P,5,D,223,4159,5.3,P,245,3937,6.2,P,public,,False
31,1055,UNIVERSITY OF ALABAMA IN HUNTSVILLE                              ,AL,8,1,82,1511,5.4,A,5,D,77,1464,5.2,A,93,1513,6.1,A,public,,False
